Codice Nazionale;Sigla Provincia;Denominazione Italiana;Denominazione Estera;Codice Catastale;Ufficio Catasto Terreni;Ufficio Catasto Fabbricati;Codice Conservatoria;Codice Istat;Data Costituzione;Attesa VCT Territorio;Attesa VCT Fabbricati
G434;CH;PENNADOMO;;N2CR;CH;CH;CH00;069063;;;
G435;CH;PENNAPIEDIMONTE;;N2CS;CH;CH;CH00;069064;;;
G436;MC;PENNA SAN GIOVANNI;;K3BM;MC;MC;MC00;043035;;;
G437;TE;PENNA SANT'ANDREA;;N4BM;TE;TE;TE00;067033;;;
G438;PE;PENNE;;N3BF;PE;PE;PE00;068027;;;
G439;CZ;PENTONE;;T2DU;CZ;CZ;CZ00;079092;;;
G441;CH;PERANO;;N2CT;CH;CH;CH00;069065;;;
G442;BL;PERAROLO DI CADORE;;D2BN;BL;BL;BL00;025037;;;
G443;BZ;PERCA;PERCHA;E2FB;;;;021063;;;
G444;RM;PERCILE;;M1DU;RM;RM;RM20;058076;;;
G445;NU;PERDASDEFOGU;;V2CZ;NU;NU;NU00;091072;;;
G446;SU;PERDAXIUS;;V1EH;CA;CA;CA00;111054;;;
G447;SA;PERDIFUMO;;Q5DX;SA;SA;SA00;065091;;;
G449;AQ;PERETO;;N1CW;AQ;AQ;AQ00;066067;;;
G450;SS;PERFUGAS;;V3CJ;SS;SS;SS00;090056;;;
G452;TN;PERGINE VALSUGANA;;E1KC;;;;022139;;;
G453;PU;PERGOLA;;K4CL;PS;PS;PS00;041043;;;
G454;IM;PERINALDO;;G2CR;IM;IM;IM10;008040;;;
G455;SA;PERITO;;Q5DY;SA;SA;SA00;065092;;;
G456;LC;PERLEDO;;C4MV;LC;LC;LC00;097067;;;
G457;CN;PERLETTO;;A4GX;CN;CN;CN10;004161;;;
G458;CN;PERLO;;A4GY;CN;CN;CN20;004162;;;
G459;AO;PERLOZ;;B1CH;AO;AO;AO00;007048;;;
G461;PD;PERNUMIA;;D3CK;PD;PD;PD00;028061;;;
G462;TO;PEROSA CANAVESE;;A1JC;TO;TO;TO40;001185;;;
G463;TO;PEROSA ARGENTINA;;A1JD;TO;TO;TO50;001184;;;
G465;TO;PERRERO;;A1JE;TO;TO;TO50;001186;;;
G467;BO;SAN GIOVANNI IN PERSICETO;;H1CA;BO;BO;BO00;037053;;;
G469;CR;PERSICO DOSIMO;;C5GB;CR;CR;CR00;019068;;;
G471;VC;PERTENGO;;A6EN;VC;VC;VC00;002091;;;
G474;BS;PERTICA ALTA;;C3IJ;BS;BS;BS20;017139;;;
G475;BS;PERTICA BASSA;;C3IK;BS;BS;BS20;017140;;;
G476;SA;PERTOSA;;Q5DZ;SA;SA;SA00;065093;;;
G477;TO;PERTUSIO;;A1JF;TO;TO;TO40;001187;;;
G478;PG;PERUGIA;;L1AA;PG;PG;PG00;054039;;;
G479;PU;PESARO;;K4AA;PS;PS;PS00;041044;;;
G480;LU;PESCAGLIA;;I5AW;LU;LU;LU00;046022;;;
G481;VR;PESCANTINA;;D6CX;VR;VR;VR00;023058;;;
G482;PE;PESCARA;;N3AA;PE;PE;PE00;068028;;;
G483;CR;PESCAROLO ED UNITI;;C5GC;CR;CR;CR00;019069;;;
G484;AQ;PESCASSEROLI;;N1CX;AQ;AQ;AQ00;066068;;;
G485;LC;PESCATE;;C4MW;LC;LC;LC00;097068;;;
G486;IS;PESCHE;;P2BF;IS;IS;IS00;094031;;;
G487;FG;PESCHICI;;R3BN;FG;FG;FG10;071038;;;
G488;MI;PESCHIERA BORROMEO;;C1MX;MI;MI;MI20;015171;;;
G489;VR;PESCHIERA DEL GARDA;;D6CY;VR;VR;VR00;023059;;;
G491;PT;PESCIA;;I8AQ;PT;PT;PT10;047012;;;
G492;AQ;PESCINA;;N1CY;AQ;AQ;AQ00;066069;;;
G493;AQ;PESCOCOSTANZO;;N1CZ;AQ;AQ;AQ00;066070;;;
G494;BN;PESCO SANNITA;;Q3CG;BN;BN;BN00;062050;;;
G495;IS;PESCOLANCIANO;;P2BG;IS;IS;IS00;094032;;;
G496;PZ;PESCOPAGANO;;S1CL;PZ;PZ;PZ00;076058;;;
G497;IS;PESCOPENNATARO;;P2BH;IS;IS;IS00;094033;;;
G498;RI;PESCOROCCHIANO;;M4CB;RI;RI;RI00;057049;;;
G499;PE;PESCOSANSONESCO;;N3BG;PE;PE;PE00;068029;;;
G500;FR;PESCOSOLIDO;;M2BY;FR;FR;FR00;060049;;;
G502;MI;PESSANO CON BORNAGO;;C1MZ;MI;MI;MI20;015172;;;
G504;CR;PESSINA CREMONESE;;C5GD;CR;CR;CR00;019070;;;
G505;TO;PESSINETTO;;A1JG;TO;TO;TO20;001188;;;
G506;CB;PETACCIATO;;P1CL;CB;CB;CB00;070051;;;
G507;RI;TURANIA;;M4CC;RI;RI;RI00;057071;;;
G508;KR;PETILIA POLICASTRO;;T2DV;KR;KR;KR00;101017;;;
G509;SA;PETINA;;Q5EA;SA;SA;SA00;065094;;;
G510;PA;PETRALIA SOPRANA;;U1CE;PA;PA;PA00;082055;;;
G511;PA;PETRALIA SOTTANA;;U1CF;PA;PA;PA00;082056;;;
G512;CB;PETRELLA TIFERNINA;;P1CM;CB;CB;CB00;070052;;;
G513;RI;PETRELLA SALTO;;M4CD;RI;RI;RI00;057050;;;
G514;PU;PETRIANO;;K4CM;PS;PS;PS10;041045;;;
G515;MC;PETRIOLO;;K3BN;MC;MC;MC00;043036;;;
G516;FM;PETRITOLI;;K2CV;AP;AP;AP10;109031;;;
G517;CZ;PETRIZZI;;T2DW;CZ;CZ;CZ00;079094;;;
G518;CZ;PETRONA';;T2DX;CZ;CZ;CZ00;079095;;;
G519;AV;PETRURO IRPINO;;Q2DB;AV;AV;AV00;064071;;;
G520;NO;PETTENASCO;;A5IE;NO;NO;NO00;003116;;;
G521;BI;PETTINENGO;;A6EP;BI;BI;BI00;096042;;SI;SI
G522;ME;PETTINEO;;U6CX;ME;ME;ME00;083067;;;
G523;IS;PETTORANELLO DEL MOLISE;;P2BI;IS;IS;IS00;094034;;;
G524;AQ;PETTORANO SUL GIZIO;;N1DA;AQ;AQ;AQ00;066071;;;
G525;RO;PETTORAZZA GRIMANI;;D4BV;RO;RO;RO00;029035;;;
G526;CN;PEVERAGNO;;A4HA;CN;CN;CN00;004163;;;
G528;VC;PEZZANA;;A6EQ;VC;VC;VC00;002093;;;
G529;BS;PEZZAZE;;C3IM;BS;BS;BS00;017141;;;
G532;CN;PEZZOLO VALLE UZZONE;;A4HB;CN;CN;CN10;004164;;;
G534;PD;PIACENZA D'ADIGE;;D3CL;PD;PD;PD10;028062;;;
G535;PC;PIACENZA;;H6AA;PC;PC;PC00;033032;;;
G536;CR;PIADENA;;C5GE;CR;CR;CR00;019071;;;
G538;SA;PIAGGINE;;Q5EB;SA;SA;SA00;065095;;;
G540;SA;VALLE DELL'ANGELO;;Q5ED;SA;SA;SA00;065153;;;
G541;CE;PIANA DI MONTE VERNA;;Q4CV;CE;CE;CE00;061056;;;
G542;SV;PIANA CRIXIA;;G4CL;SV;SV;SV00;009048;;;
G543;PA;PIANA DEGLI ALBANESI;;U1CG;PA;PA;PA00;082057;;;
G545;AO;PONTBOSET;;B1CI;AO;AO;AO00;007050;;;
G546;BS;PIAN CAMUNO;;C3IP;BS;BS;BS10;017142;;;
G547;SI;PIANCASTAGNAIO;;I9AZ;SI;SI;SI10;052020;;;
G549;BS;PIANCOGNO;;C3IQ;BS;BS;BS10;017206;;;
G551;PU;PIANDIMELETO;;K4CP;PS;PS;PS10;041047;;;
G553;CS;PIANE CRATI;;T3ED;CS;CS;CS00;078097;;;
G555;PE;PIANELLA;;N3BH;PE;PE;PE00;068030;;;
G556;CO;PIANELLO DEL LARIO;;C4MY;CO;CO;CO00;013183;;;
G557;PC;PIANELLO VAL TIDONE;;H6BK;PC;PC;PC00;033033;;;
G558;CR;PIANENGO;;C5GF;CR;CR;LO00;019072;;;
G559;TO;PIANEZZA;;A1JH;TO;TO;TO20;001189;;;
G560;VI;PIANEZZE;;D7DJ;VI;VI;VI10;024077;;;
G561;CN;PIANFEI;;A4HC;CN;CN;CN20;004165;;;
G564;BG;PIANICO;;C2IU;BG;BG;BG00;016162;;;
G565;VE;PIANIGA;;D1BL;VE;VE;PD00;027028;;;
G566;BO;SAN BENEDETTO VAL DI SAMBRO;;H1CB;BO;BO;BO00;037051;;;
G568;NA;PIANO DI SORRENTO;;Q1CI;NA;NA;NA20;063053;;;
G570;BO;PIANORO;;H1CC;BO;BO;BO00;037047;;;
G571;VT;PIANSANO;;M5BX;VT;VT;VT00;056043;;;
G572;SO;PIANTEDO;;C8CC;SO;SO;SO00;014048;;;
G574;BG;PIARIO;;C2IV;BG;BG;BG00;016163;;;
G575;CN;PIASCO;;A4HD;CN;CN;CN30;004166;;;
G576;SO;PIATEDA;;C8CD;SO;SO;SO00;014049;;;
G577;BI;PIATTO;;A6ES;BI;BI;BI00;096043;;;
G579;BG;PIAZZA BREMBANA;;C2IW;BG;BG;BG00;016164;;;
G580;EN;PIAZZA ARMERINA;;U5AN;EN;EN;EN00;086014;;;
G582;LU;PIAZZA AL SERCHIO;;I5AX;LU;LU;LU00;046023;;;
G583;BG;PIAZZATORRE;;C2IX;BG;BG;BG00;016165;;;
G587;PD;PIAZZOLA SUL BRENTA;;D3CM;PD;PD;PD00;028063;;;
G588;BG;PIAZZOLO;;C2JA;BG;BG;BG00;016166;;;
G589;PE;PICCIANO;;N3BI;PE;PE;PE00;068031;;;
G590;PZ;PICERNO;;S1CM;PZ;PZ;PZ00;076059;;;
G591;FR;PICINISCO;;M2BZ;FR;FR;FR00;060050;;;
G592;FR;PICO;;M2CA;FR;FR;FR00;060051;;;
G593;AT;PIEA;;A3DK;AT;AT;AT00;005084;;;
G594;BI;PIEDICAVALLO;;A6ET;BI;BI;BI00;096044;;;
G596;CE;PIEDIMONTE MATESE;;Q4CW;CE;CE;CE00;061057;;;
G597;CT;PIEDIMONTE ETNEO;;U4BM;CT;CT;CT00;087035;;;
G598;FR;PIEDIMONTE SAN GERMANO;;M2CB;FR;FR;FR00;060052;;;
G600;VB;PIEDIMULERA;;A5IG;VB;VB;VB00;103053;;;
G601;PG;PIEGARO;;L1CL;PG;PG;PG00;054040;;;
G602;SI;PIENZA;;I9BA;SI;SI;SI10;052021;;;
G603;CR;PIERANICA;;C5GG;CR;CR;LO00;019073;;;
G604;FG;PIETRAMONTECORVINO;;R3BP;FG;FG;FG10;071039;;;
G605;SV;PIETRA LIGURE;;G4CM;SV;SV;SV10;009049;;;
G606;IS;PIETRABBONDANTE;;P2BJ;IS;IS;IS00;094035;;;
G607;IM;PIETRABRUNA;;G2CU;IM;IM;IM00;008041;;;
G608;TE;PIETRACAMELA;;N4BN;TE;TE;TE00;067034;;;
G609;CB;PIETRACATELLA;;P1CQ;CB;CB;CB00;070053;;;
G610;CB;PIETRACUPA;;P1CR;CB;CB;CB00;070054;;;
G611;AV;PIETRADEFUSI;;Q2DC;AV;AV;AV00;064072;;;
G612;PV;PIETRA DE' GIORGI;;C7GQ;PV;PV;PV20;018111;;;
G613;CH;PIETRAFERRAZZANA;;N2CU;CH;CH;CH00;069103;;;
G614;PZ;SATRIANO DI LUCANIA;;S1CN;PZ;PZ;PZ00;076083;;;
G615;CS;PIETRAFITTA;;T3EE;CS;CS;CS00;078098;;;
G616;PZ;PIETRAGALLA;;S1CP;PZ;PZ;PZ00;076060;;;
G618;PG;PIETRALUNGA;;L1CM;PG;PG;PG00;054041;;;
G619;AL;PIETRA MARAZZI;;A2HB;AL;AL;AL00;006129;;;
G620;CE;PIETRAMELARA;;Q4CX;CE;CE;CE00;061058;;;
G621;PE;PIETRANICO;;N3BJ;PE;PE;PE00;068032;;;
G622;CS;PIETRAPAOLA;;T3EF;CS;CS;CS00;078099;;;
G623;PZ;PIETRAPERTOSA;;S1CQ;PZ;PZ;PZ00;076061;;;
G624;EN;PIETRAPERZIA;;U5AP;EN;EN;EN00;086015;;;
G625;CN;PIETRAPORZIO;;A4HE;CN;CN;CN00;004167;;;
G626;BN;PIETRAROJA;;Q3CH;BN;BN;BN00;062051;;;
G627;PU;PIETRARUBBIA;;K4CQ;PS;PS;PS10;041048;;;
G628;LU;PIETRASANTA;;I5AY;LU;LU;PI00;046024;;;
G629;AV;PIETRASTORNINA;;Q2DD;AV;AV;AV00;064073;;;
G630;CE;PIETRAVAIRANO;;Q4CY;CE;CE;CE00;061059;;;
G631;BN;PIETRELCINA;;Q3CI;BN;BN;BN00;062052;;;
G632;IM;PIEVE DI TECO;;G2CV;IM;IM;IM00;008042;;;
G634;MI;PIEVE EMANUELE;;C1ND;MI;MI;MI20;015173;;;
G635;PV;PIEVE ALBIGNOLA;;C7GS;PV;PV;PV10;018112;;;
G636;PT;PIEVE A NIEVOLE;;I8AR;PT;PT;PT10;047013;;;
G639;PV;PIEVE DEL CAIRO;;C7GT;PV;PV;PV10;018113;;;
G642;BL;PIEVE DI CADORE;;D2BQ;BL;BL;BL00;025039;;;
G643;BO;PIEVE DI CENTO;;H1CD;BO;BO;FE00;037048;;;
G645;TV;PIEVE DI SOLIGO;;D5CM;TV;TV;TV00;026057;;;
G646;GE;PIEVE LIGURE;;G1DA;GE;GE;GE00;010043;;;
G647;CR;PIEVE D'OLMI;;C5GI;CR;CR;CR00;019074;;;
G648;LU;PIEVE FOSCIANA;;I5AZ;LU;LU;LU00;046025;;;
G649;MO;PIEVEPELAGO;;H4BG;MO;MO;MO00;036031;;;
G650;PV;PIEVE PORTO MORONE;;C7GU;PV;PV;PV00;018114;;;
G651;CR;PIEVE SAN GIACOMO;;C5GJ;CR;CR;CR00;019075;;;
G653;AR;PIEVE SANTO STEFANO;;I2BG;AR;AR;AR00;051030;;;
G656;TN;PIEVE TESINO;;E1KI;;;;022142;;;
G657;MC;PIEVE TORINA;;K3BQ;MC;MC;MC00;043038;;;
G658;VB;PIEVE VERGONTE;;A5IH;VB;VB;VB00;103054;;;
G659;FR;PIGLIO;;M2CC;FR;FR;FR00;060053;;;
G660;IM;PIGNA;;G2CW;IM;IM;IM10;008043;;;
G661;CE;PIGNATARO MAGGIORE;;Q4CZ;CE;CE;CE00;061060;;;
G662;FR;PIGNATARO INTERAMNA;;M2CD;FR;FR;FR00;060054;;;
G663;PZ;PIGNOLA;;S1CR;PZ;PZ;PZ00;076062;;;
G664;SP;PIGNONE;;G3AW;SP;SP;SP00;011021;;;
G665;CO;PIGRA;;C4NB;CO;CO;CO00;013184;;;
G666;VC;PILA;;A6EU;VC;VC;VC00;002096;;;
G669;SU;PIMENTEL;;V1EI;CA;CA;CA00;111055;;;
G670;NA;PIMONTE;;Q1CK;NA;NA;NA20;063054;;;
G671;PV;PINAROLO PO;;C7GV;PV;PV;PV20;018115;;;
G672;TO;PINASCA;;A1JJ;TO;TO;TO50;001190;;;
G673;RO;PINCARA;;D4BW;RO;RO;RO00;029036;;;
G674;TO;PINEROLO;;A1JK;TO;TO;TO50;001191;;;
G676;AT;PINO D'ASTI;;A3DL;AT;AT;AT00;005085;;;
G678;TO;PINO TORINESE;;A1JL;TO;TO;TO20;001192;;;
G680;PN;PINZANO AL TAGLIAMENTO;;F5BF;PN;PN;PN00;093030;;;
G681;TN;PINZOLO;;E1KK;;;;022143;;;
G682;PU;PIOBBICO;;K4CR;PS;PS;PS10;041049;;;
G683;CN;PIOBESI D'ALBA;;A4HF;CN;CN;CN10;004168;;;
G684;TO;PIOBESI TORINESE;;A1JM;TO;TO;TO20;001193;;;
G685;VC;PIODE;;A6EV;VC;VC;VC00;002097;;;
G686;MI;PIOLTELLO;;C1NF;MI;MI;MI20;015175;;;
G687;LI;PIOMBINO;;I4AM;LI;LI;PI10;049012;;;
G688;PD;PIOMBINO DESE;;D3CN;PD;PD;PD00;028064;;;
G690;MC;PIORACO;;K3BR;MC;MC;MC00;043039;;;
G691;TO;PIOSSASCO;;A1JN;TO;TO;TO20;001194;;;
G692;AT;PIOVA' MASSAIA;;A3DM;AT;AT;AT00;005086;;;
G693;PD;PIOVE DI SACCO;;D3CP;PD;PD;PD00;028065;;;
G694;VI;PIOVENE ROCCHETTE;;D7DK;VI;VI;VI20;024078;;;
G696;PC;PIOZZANO;;H6BL;PC;PC;PC00;033034;;;
G697;CN;PIOZZO;;A4HG;CN;CN;CN20;004169;;;
G698;LT;PRIVERNO;;M3AV;LT;LT;LT00;059019;;;
G699;ME;PIRAINO;;U6CY;ME;ME;ME00;083068;;;
G702;PI;PISA;;I7AA;PI;PI;PI00;050026;;;
G703;NO;PISANO;;A5II;NO;NO;VB00;003119;;;
G704;RM;PISONIANO;;M1DW;RM;RM;RM20;058077;;;
G705;TO;PISCINA;;A1JP;TO;TO;TO50;001195;;;
G707;SA;PISCIOTTA;;Q5EE;SA;SA;SA00;065096;;;
G710;BS;PISOGNE;;C3IT;BS;BS;BS10;017143;;;
G712;MT;PISTICCI;;S2AV;MT;MT;MT00;077020;;;
G713;PT;PISTOIA;;I8AA;PT;PT;PT00;047014;;;
G716;GR;PITIGLIANO;;I3AU;GR;GR;GR00;053019;;;
G717;MN;PIUBEGA;;C6BS;MN;MN;MN10;020041;;;
G718;SO;PIURO;;C8CE;SO;SO;SO00;014050;;;
G719;TO;PIVERONE;;A1JQ;TO;TO;TO40;001196;;;
G720;PV;PIZZALE;;C7GX;PV;PV;PV20;018116;;;
G721;CR;PIZZIGHETTONE;;C5GM;CR;CR;CR00;019076;;;
G722;VV;PIZZO;;T2DZ;VV;VV;VV00;102027;;;
G724;CH;PIZZOFERRATO;;N2CV;CH;CH;CH00;069066;;;
G726;AQ;PIZZOLI;;N1DB;AQ;AQ;AQ00;066072;;;
G727;IS;PIZZONE;;P2BK;IS;IS;IS00;094036;;;
G728;VV;PIZZONI;;T2EA;VV;VV;VV00;102028;;;
G729;RC;PLACANICA;;T1CV;RC;RC;RC00;080059;;;
G733;CS;PLATACI;;T3EG;CS;CS;CS00;078100;;;
G734;CZ;PLATANIA;;T2EB;CZ;CZ;CZ00;079099;;;
G735;RC;PLATI';;T1CW;RC;RC;RC00;080060;;;
G736;UD;TAIPANA;;F6DZ;UD;UD;UD00;030113;;;
G737;CO;PLESIO;;C4ND;CO;CO;CO00;013185;;;
G740;SS;PLOAGHE;;V3CK;SS;SS;SS00;090057;;;
G741;SV;PLODIO;;G4CN;SV;SV;SV00;009050;;;
G742;CN;POCAPAGLIA;;A4HH;CN;CN;CN10;004170;;;
G743;UD;POCENIA;;F6EA;UD;UD;UD00;030075;;;
G746;MS;PODENZANA;;I6AS;MS;MS;MS00;045013;;;
G747;PC;PODENZANO;;H6BM;PC;PC;PC00;033035;;;
G749;FR;POFI;;M2CE;FR;FR;FR00;060055;;;
G751;LE;POGGIARDO;;R4CK;LE;LE;LE00;075061;;;
G752;SI;POGGIBONSI;;I9BB;SI;SI;SI00;052022;;;
G753;MN;POGGIO RUSCO;;C6BT;MN;MN;MN00;020042;;;
G754;PO;POGGIO A CAIANO;;I1BN;PO;PO;PO00;100004;;;
G756;RI;POGGIO BUSTONE;;M4CE;RI;RI;RI00;057051;;;
G757;RI;POGGIO CATINO;;M4CF;RI;RI;RI00;057052;;;
G758;PG;POGGIODOMO;;L1CN;PG;PG;PG10;054042;;;
G760;CH;POGGIOFIORITO;;N2CW;CH;CH;CH00;069067;;;
G761;FG;POGGIO IMPERIALE;;R3BQ;FG;FG;FG10;071040;;;
G762;NA;POGGIOMARINO;;Q1CM;NA;NA;NA20;063055;;;
G763;RI;POGGIO MIRTETO;;M4CH;RI;RI;RI00;057053;;;
G764;RI;POGGIO MOIANO;;M4CI;RI;RI;RI00;057054;;;
G765;RI;POGGIO NATIVO;;M4CJ;RI;RI;RI00;057055;;;
G766;AQ;POGGIO PICENZE;;N1DC;AQ;AQ;AQ00;066073;;;
G767;TP;POGGIOREALE;;U9AS;TP;TP;TP00;081016;;;
G768;FE;POGGIO RENATICO;;H2AU;FE;FE;FE00;038018;;;
G769;BA;POGGIORSINI;;R1BN;BA;BA;BA00;072034;;;
G770;RI;POGGIO SAN LORENZO;;M4CK;RI;RI;RI00;057056;;;
G771;AN;POGGIO SAN MARCELLO;;K1BN;AN;AN;AN00;042037;;;
G772;MI;POGLIANO MILANESE;;C1NH;MI;MI;MI20;015176;;;
G773;CO;POGNANA LARIO;;C4NE;CO;CO;CO00;013186;;;
G774;BG;POGNANO;;C2JB;BG;BG;BG00;016167;;;
G775;NO;POGNO;;A5IJ;NO;NO;NO00;003120;;;
G776;VI;POJANA MAGGIORE;;D7DL;VI;VI;VI00;024079;;;
G777;TO;POIRINO;;A1JR;TO;TO;TO20;001197;;;
G779;BS;POLAVENO;;C3IU;BS;BS;BS00;017144;;;
G780;PN;POLCENIGO;;F5BG;PN;PN;PN00;093031;;;
G782;RO;POLESELLA;;D4BX;RO;RO;RO00;029037;;;
G784;RM;POLI;;M1DX;RM;RM;RM20;058078;;;
G785;VV;POLIA;;T2EC;VV;VV;VV00;102029;;;
G786;MT;POLICORO;;S2AW;MT;MT;MT00;077021;;;
G787;BA;POLIGNANO A MARE;;R1BP;BA;BA;BA00;072035;;;
G788;PC;SAN PIETRO IN CERRO;;H6BN;PC;PC;PC00;033041;;;
G789;MO;POLINAGO;;H4BH;MO;MO;MO00;036032;;;
G790;TR;POLINO;;L2BG;TR;TR;TR00;055027;;;
G791;RC;POLISTENA;;T1CY;RC;RC;RC00;080061;;;
G792;PA;POLIZZI GENEROSA;;U1CH;PA;PA;PA00;082058;;;
G793;SA;POLLA;;Q5EF;SA;SA;SA00;065097;;;
G794;AO;POLLEIN;;B1CJ;AO;AO;AO00;007049;;;
G795;NA;POLLENA TROCCHIA;;Q1CN;NA;NA;NA20;063056;;;
G796;SA;POLLICA;;Q5EG;SA;SA;SA00;065098;;;
G797;PA;POLLINA;;U1CI;PA;PA;PA00;082059;;;
G798;BI;POLLONE;;A6EX;BI;BI;BI00;096046;;;
G799;CH;POLLUTRI;;N2CX;CH;CH;CH00;069068;;;
G800;CN;POLONGHERA;;A4HI;CN;CN;CN30;004171;;;
G801;BS;POLPENAZZE DEL GARDA;;C3IV;BS;BS;BS20;017145;;;
G802;PD;POLVERARA;;D3CQ;PD;PD;PD00;028066;;;
G803;AN;POLVERIGI;;K1BP;AN;AN;AN00;042038;;;
G804;PI;POMARANCE;;I7BG;PI;PI;PI10;050027;;;
G805;TO;POMARETTO;;A1JS;TO;TO;TO50;001198;;;
G806;MT;POMARICO;;S2AX;MT;MT;MT00;077022;;;
G807;AL;POMARO MONFERRATO;;A2HE;AL;AL;AL20;006131;;;
G808;TN;POMAROLO;;E1KM;;;;022144;;;
G809;NO;POMBIA;;A5IK;NO;NO;NO00;003121;;;
G811;RM;POMEZIA;;M1DY;RM;RM;RM20;058079;;;
G812;NA;POMIGLIANO D'ARCO;;Q1CP;NA;NA;NA20;063057;;;
G813;NA;POMPEI;;Q1CQ;NA;NA;NA20;063058;;;
G814;IM;POMPEIANA;;G2CY;IM;IM;IM10;008044;;;
G815;BS;POMPIANO;;C3IW;BS;BS;BS00;017146;;;
G816;MN;POMPONESCO;;C6BU;MN;MN;MN00;020043;;;
G817;OR;POMPU;;V4BR;OR;OR;OR00;095042;;;
G818;BS;PONCARALE;;C3IX;BS;BS;BS00;017147;;;
G820;BI;PONDERANO;;A6EY;BI;BI;BI00;096047;;;
G821;CO;PONNA;;C4NF;CO;CO;CO00;013187;;;
G822;PI;PONSACCO;;I7BH;PI;PI;LI00;050028;;;
G823;PD;PONSO;;D3CR;PD;PD;PD10;028067;;;
G825;FI;PONTASSIEVE;;I1BP;FI;FI;FI00;048033;;;
G826;TO;PONT CANAVESE;;A1JT;TO;TO;TO40;001199;;;
G827;BN;PONTE;;Q3CJ;BN;BN;BN00;062053;;;
G829;SO;PONTE IN VALTELLINA;;C8CF;SO;SO;SO00;014052;;;
G830;BZ;PONTE GARDENA;WAIDBRUCK;E2FE;;;;021065;;;
G831;UD;PONTEBBA;;F6EC;UD;UD;UD00;030076;;;
G833;PT;PONTE BUGGIANESE;;I8AT;PT;PT;PT10;047016;;;
G834;SA;PONTECAGNANO FAIANO;;Q5EH;SA;SA;SA00;065099;;;
G836;RO;PONTECCHIO POLESINE;;D4BY;RO;RO;RO00;029038;;;
G837;CN;PONTECHIANALE;;A4HJ;CN;CN;CN30;004172;;;
G838;FR;PONTECORVO;;M2CF;FR;FR;FR00;060056;;;
G839;AL;PONTECURONE;;A2HF;AL;AL;AL40;006132;;;
G840;IM;PONTEDASSIO;;G2CZ;IM;IM;IM00;008045;;;
G842;PC;PONTE DELL'OLIO;;H6BP;PC;PC;PC00;033036;;;
G843;PI;PONTEDERA;;I7BI;PI;PI;PI00;050029;;;
G844;BS;PONTE DI LEGNO;;C3JA;BS;BS;BS10;017148;;;
G846;TV;PONTE DI PIAVE;;D5CN;TV;TV;TV00;026058;;;
G847;CO;PONTE LAMBRO;;C4NH;CO;CO;CO00;013188;;;
G848;BN;PONTELANDOLFO;;Q3CK;BN;BN;BN00;062054;;;
G849;CE;PONTELATONE;;Q4DA;CE;CE;CE00;061061;;;
G850;PD;PONTELONGO;;D3CS;PD;PD;PD00;028068;;;
G851;PV;PONTE NIZZA;;C7HB;PV;PV;PV20;018117;;;
G852;PC;PONTENURE;;H6BQ;PC;PC;PC00;033037;;;
G853;BG;PONTERANICA;;C2JD;BG;BG;BG00;016169;;;
G854;AO;PONT-SAINT-MARTIN;;B1CK;AO;AO;AO00;007052;;;
G855;PD;PONTE SAN NICOLO';;D3CT;PD;PD;PD00;028069;;;
G856;BG;PONTE SAN PIETRO;;C2JE;BG;BG;BG00;016170;;;
G858;AL;PONTESTURA;;A2HG;AL;AL;AL20;006133;;;
G859;BS;PONTEVICO;;C3JB;BS;BS;BS00;017149;;;
G860;AO;PONTEY;;B1CL;AO;AO;AO00;007051;;;
G861;AL;PONTI;;A2HH;AL;AL;AL10;006134;;;
G862;MN;PONTI SUL MINCIO;;C6BV;MN;MN;MN10;020044;;;
G864;BG;PONTIDA;;C2JF;BG;BG;BG00;016171;;;
G865;LT;PONTINIA;;M3AT;LT;LT;LT00;059017;;;
G866;SV;PONTINVREA;;G4CP;SV;SV;SV00;009051;;;
G867;BG;PONTIROLO NUOVO;;C2JG;BG;BG;BG00;016172;;;
G869;BS;PONTOGLIO;;C3JC;BS;BS;BS00;017150;;;
G870;MS;PONTREMOLI;;I6AT;MS;MS;MS00;045014;;;
G871;LT;PONZA;;M3AU;LT;LT;LT00;059018;;;
G872;AL;PONZANO MONFERRATO;;A2HI;AL;AL;AL20;006135;;;
G873;FM;PONZANO DI FERMO;;K2CW;AP;AP;AP10;109032;;;
G874;RM;PONZANO ROMANO;;M1DZ;RM;RM;RM20;058080;;;
G875;TV;PONZANO VENETO;;D5CP;TV;TV;TV00;026059;;;
G877;AL;PONZONE;;A2HJ;AL;AL;AL10;006136;;;
G878;PE;POPOLI;;N3BK;PE;PE;PE00;068033;;;
G879;AR;POPPI;;I2BH;AR;AR;AR00;051031;;;
G881;TR;PORANO;;L2BH;TR;TR;TR00;055028;;;
G882;LU;PORCARI;;I5BA;LU;LU;LU00;046026;;;
G886;PN;PORCIA;;F5BH;PN;PN;PN00;093032;;;
G887;SA;STELLA CILENTO;;Q5EI;SA;SA;SA00;065144;;;
G888;PN;PORDENONE;;F5AA;PN;PN;PN00;093033;;;
G889;CO;PORLEZZA;;C4NJ;CO;CO;CO00;013189;;;
G890;IM;PORNASSIO;;G2DA;IM;IM;IM00;008046;;;
G891;UD;PORPETTO;;F6EE;UD;UD;UD00;030077;;;
G894;AT;PORTACOMARO;;A3DN;AT;AT;AT00;005087;;;
G895;PV;PORTALBERA;;C7HC;PV;PV;PV20;018118;;;
G900;TO;PORTE;;A1JU;TO;TO;TO50;001200;;;
